encoding_version,game_id,turn,seed,direction,label_source
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,39,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,40,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,41,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,42,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,43,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,44,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,45,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,46,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,47,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,48,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,49,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,50,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,51,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,52,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,53,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,54,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,55,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,56,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,57,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,58,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,59,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,60,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,61,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,62,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,63,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,64,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,65,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,66,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,67,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,68,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,69,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,70,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,71,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,72,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,73,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,74,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,75,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,76,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,77,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,78,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,79,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,80,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,81,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,82,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,83,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,84,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,85,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,86,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,87,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,88,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,89,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,90,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,91,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,92,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,93,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,94,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,95,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,96,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,97,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,98,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,99,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,100,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,101,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,102,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,103,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,104,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,105,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,106,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,107,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,108,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,109,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,110,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,111,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,112,100,right,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,113,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,114,100,down,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,115,100,left,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,116,100,up,main
3,41fa12b3-ade0-460d-b77a-962fb5872d7e,117,100,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,0,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,1,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,2,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,3,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,4,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,5,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,6,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,7,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,8,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,9,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,10,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,11,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,12,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,13,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,14,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,15,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,16,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,17,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,18,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,19,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,20,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,21,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,22,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,23,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,24,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,25,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,26,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,27,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,28,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,29,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,30,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,31,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,32,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,33,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,34,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,35,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,36,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,37,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,38,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,39,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,40,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,41,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,42,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,43,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,44,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,45,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,46,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,47,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,48,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,49,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,50,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,51,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,52,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,53,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,54,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,55,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,56,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,57,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,58,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,59,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,60,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,61,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,62,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,63,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,64,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,65,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,66,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,67,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,68,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,69,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,70,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,71,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,72,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,73,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,74,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,75,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,76,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,77,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,78,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,79,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,80,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,81,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,82,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,83,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,84,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,85,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,86,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,87,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,88,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,89,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,90,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,91,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,92,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,93,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,94,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,95,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,96,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,97,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,98,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,99,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,100,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,101,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,102,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,103,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,104,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,105,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,106,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,107,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,108,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,109,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,110,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,111,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,112,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,113,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,114,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,115,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,116,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,117,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,118,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,119,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,120,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,121,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,122,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,123,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,124,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,125,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,126,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,127,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,128,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,129,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,130,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,131,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,132,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,133,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,134,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,135,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,136,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,137,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,138,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,139,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,140,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,141,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,142,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,143,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,144,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,145,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,146,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,147,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,148,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,149,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,150,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,151,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,152,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,153,101,right,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,154,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,155,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,156,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,157,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,158,101,up,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,159,101,left,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,160,101,down,main
3,04919476-3e85-403d-8f20-7e53730cb4c0,161,101,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,0,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,1,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,2,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,3,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,4,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,5,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,6,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,7,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,8,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,9,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,10,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,11,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,12,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,13,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,14,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,15,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,16,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,17,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,18,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,19,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,20,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,21,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,22,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,23,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,24,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,25,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,26,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,27,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,28,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,29,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,30,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,31,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,32,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,33,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,34,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,35,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,36,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,37,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,38,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,39,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,40,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,41,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,42,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,43,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,44,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,45,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,46,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,47,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,48,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,49,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,50,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,51,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,52,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,53,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,54,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,55,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,56,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,57,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,58,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,59,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,60,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,61,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,62,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,63,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,64,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,65,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,66,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,67,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,68,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,69,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,70,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,71,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,72,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,73,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,74,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,75,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,76,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,77,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,78,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,79,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,80,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,81,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,82,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,83,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,84,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,85,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,86,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,87,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,88,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,89,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,90,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,91,102,left,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,92,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,93,102,down,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,94,102,right,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,95,102,up,main
3,07e42143-3ca7-4206-977a-b95650ed2f03,96,102,down,main
3,b82c0795-8a03-452f-9403-761b78472a6f,0,103,right,main
3,b82c0795-8a03-452f-9403-761b78472a6f,1,103,up,main
3,b82c0795-8a03-452f-9403-761b78472a6f,2,103,up,main
3,b82c0795-8a03-452f-9403-761b78472a6f,3,103,up,main
3,b82c0795-8a03-452f-9403-761b78472a6f,4,103,left,main
3,b82c0795-8a03-452f-9403-761b78472a6f,5,103,down,main
3,b82c0795-8a03-452f-9403-761b78472a6f,6,103,left,main
3,b82c0795-8a03-452f-9403-761b78472a6f,7,103,left,main
3,b82c0795-8a03-452f-9403-761b78472a6f,8,103,up,main
3,b82c0795-8a03-452f-9403-761b78472a6f,9,103,left,main
3,b82c0795-8a03-452f-9403-761b78472a6f,10,103,up,main
3,b82c0795-8a03-452f-9403-761b78472a6f,11,103,up,main
3,b82c0795-8a03-452f-9403-761b78472a6f,12,103,up,main
3,b82c0795-8a03-452f-9403-761b78472a6f,13,103,right,main
3,b82c0795-8a03-452f-9403-761b78472a6f,14,103,up,main
